DATE,NAME.COMP,STATUS,M.Type,ROUND,MAP,Points,ID.BATTLENET1,Tier1,RACE1,R.L1,R.L2,R.R2,R.R1,ID.BATTLENET2,Tier2,RACE2,Points,R,REMARK,REMARK2
25.05.04,"GOLDEN DAYS, DOPAMINE ON - 1",O,T,F,POLY,,AX_No.9(T),1,T,,,1,1,AX_DDI(Z),1,Z,,Z,,COMPOSE/MEGA
25.05.04,"GOLDEN DAYS, DOPAMINE ON - 2",O,T,1,POLY,,AX_CoNG(T),0,T,,,1,1,AX_WiFi(Z),0,Z,,Z,,COMPOSE/MEGA
25.05.04,"GOLDEN DAYS, DOPAMINE ON - 2",O,T,2,F.S,,AX_Romantic(T),1,T,1,1,,,AX_GoGo(Z),1,Z,,T,,COMPOSE/MEGA
25.05.04,"GOLDEN DAYS, DOPAMINE ON - 2",O,T,3,POLY,,AX_ELEC(Z),1,Z,,,1,1,AX_OceAn(P),1,P,,P,,COMPOSE/MEGA
25.05.04,"GOLDEN DAYS, DOPAMINE ON - 2",O,T,4,POLY,,AX_SeoSan(P),3,P,1,1,,,AX_Navy(T),4,T,,P,,COMPOSE/MEGA
25.05.04,"GOLDEN DAYS, DOPAMINE ON - 2",O,T,5,F.S,,AX_DDI(Z),1,Z,1,1,,,AX_RorA[](P),1,P,,Z,,COMPOSE/MEGA
25.05.04,"GOLDEN DAYS, DOPAMINE ON - 2",O,T,6,F.S,,AX_BokDaeng2(T),2,T,,,1,1,AX_SKY(Z),2,Z,,Z,,COMPOSE/MEGA
25.05.04,"GOLDEN DAYS, DOPAMINE ON - 2",O,T,ACE,F.S,,AX_BokDaeng2(T),2,T,,,1,1,AX_SKY(Z),2,Z,,Z,,COMPOSE/MEGA
25.05.08,25' AXPL S2 - SCRIMMAGE 01,O,T,1,F.S,,AX_SLiN(P),2,P,,,1,1,AX_SeoSan(T),2,T,,T,,AXPL SCRIM
25.05.08,25' AXPL S2 - SCRIMMAGE 01,O,T,2,POLY,,AX_hogu(Z),G,Z,1,1,,,AX_DiHing(P),G,P,,Z,,AXPL SCRIM
25.05.08,25' AXPL S2 - SCRIMMAGE 01,O,T,3,POLY,,AX_CoNG(T),0,T,,,1,1,AX_ChoJJaa(Z),1,Z,,Z,,AXPL SCRIM
25.05.08,25' AXPL S2 - SCRIMMAGE 01,O,T,4,F.S,,AX_Navy(T),4,T,0,1,0,0,AX_zxc(T),3,T,,T,,AXPL SCRIM
25.05.08,25' AXPL S2 - SCRIMMAGE 01,O,T,F,POLY,,AX_Zerg(Z),2,Z,,,1,1,AX_Ddorong(P),3,P,,P,,AXPL SCRIM
25.05.08,25' AXPL S2 - SCRIMMAGE 01,O,T,E,RADEON,,AX_HI.M(Z),1,Z,1,1,,,AX_3DASOO(P),1,P,,Z,,AXPL SCRIM
25.05.09,BEAT GOGORANI: WIN STARBUCKS,O,T,1,POLY,,AX_hogu(Z),G,Z,1,1,,,AX_AphRoDite(P),0,P,,Z,,COMPOSE/MEGA
25.05.09,BEAT GOGORANI: WIN STARBUCKS,O,T,2,F.S,,AX_DDI(Z),1,Z,,,1,1,AX_Poorong(P),1,P,,P,,COMPOSE/MEGA
25.05.09,BEAT GOGORANI: WIN STARBUCKS,O,T,3,F.S,,Ax_VulTure(T),2,T,,,1,1,AX_RORO(Z),2,Z,,Z,,COMPOSE/MEGA
25.05.09,BEAT GOGORANI: WIN STARBUCKS,O,T,4,POLY,,AX_No.9(T),1,T,1,1,,,AX_SKY(Z),2,Z,,T,,COMPOSE/MEGA
25.05.09,BEAT GOGORANI: WIN STARBUCKS,O,T,5,ECLIPSE,,AX_WiFi(Z),0,Z,,,1,1,AX_NalrAri(P),G,P,,P,,COMPOSE/MEGA
25.05.09,BEAT GOGORANI: WIN STARBUCKS,O,T,F,CKT.BRK,,AX_Black(P),2,P,,,1,1,AX_Navy(T),4,T,,T,,COMPOSE/MEGA
25.05.09,BEAT GOGORANI: WIN STARBUCKS,O,T,E,RADEON,,AX_KingChob(T),4,T,1,1,,,AX_BOSL(Z),4,Z,,T,,COMPOSE/MEGA
25.05.10,AXPL S2 - SCRIMMAGE 02,O,T,1,RADEON,,AX_WiFi(Z),0,Z,1,1,,,Ax_Chuljung(P),0,P,,Z,,AXPL SCRIM
25.05.10,AXPL S2 - SCRIMMAGE 02,O,T,2,DEATH.V,,AX_DDI(Z),1,Z,0,1,0,0,AX_ELEC(Z),1,Z,,Z,,AXPL SCRIM
25.05.10,AXPL S2 - SCRIMMAGE 02,O,T,3,POLY,,AX_No.9(T),1,T,,,1,1,AX_SKY(Z),2,Z,,Z,,AXPL SCRIM
25.05.10,AXPL S2 - SCRIMMAGE 02,O,T,4,ECLIPSE,,AX_Black(P),2,P,1,1,,,Ax_VulTure(T),2,T,,P,,AXPL SCRIM
25.05.10,AXPL S2 - SCRIMMAGE 02,O,T,5,F.S,,AX_RORO(Z),2,Z,,,1,1,AX_Shawnmicheals(P),2,P,,P,,AXPL SCRIM
25.05.10,AXPL S2 - SCRIMMAGE 02,O,T,6,CKT.BRK,,AX_BOSL(Z),4,Z,0,1,0,0,AX_Focus(Z),3,Z,,Z,,AXPL SCRIM
25.05.10,AXPL S2 - SCRIMMAGE 02,O,T,ACE,F.S,,AX_No.9(T),1,T,1,1,,,AX_SKY(Z),2,Z,,T,,AXPL SCRIM
25.05.11,AXPL S2 - SCRIMMAGE 03,O,T,1,F.S,,AX_CALM(T),2,T,1,1,,,AX_pig(Z),2,Z,,T,,AXPL SCRIM
25.05.11,AXPL S2 - SCRIMMAGE 03,O,T,2,DOM.,,AX_zoil(T),G,T,1,1,,,AX_[A](Z),0,Z,,T,,AXPL SCRIM
25.05.11,AXPL S2 - SCRIMMAGE 03,O,T,3,F.S,,AX_zxc(T),3,T,,,1,1,AX_Focus(Z),3,Z,,Z,,AXPL SCRIM
25.05.11,AXPL S2 - SCRIMMAGE 03,O,T,4,POLY,,AX_AphRoDite(P),0,P,1,1,,,AX_CoNG(T),0,T,,P,,AXPL SCRIM
25.05.11,AXPL S2 - SCRIMMAGE 03,O,T,5,DEJAVU,,AX_DDI(Z),1,Z,1,1,,,AX_SLiN(P),2,P,,Z,,AXPL SCRIM
25.05.11,AXPL S2 - SCRIMMAGE 03,O,T,F,CKT.BRK,,AX_[JU](P),4,P,,,1,1,AX_KingChob(T),4,T,,T,,AXPL SCRIM
25.05.14,"25' AXPL S2 - ROUND 1, MATCH 1",O,T,1,RADEON,,Ax_Nam.9(T),1,T,1,1,,,AX_RORO(Z),2,Z,,T,25AXPLS2,AXPL
25.05.14,"25' AXPL S2 - ROUND 1, MATCH 1",O,T,2,F.S,,AX_HI.M(Z),1,Z,,,1,1,AX_Black(P),2,P,,P,25AXPLS2,AXPL
25.05.14,"25' AXPL S2 - ROUND 1, MATCH 1",O,T,3,DEJAVU,,AX_Navy(T),4,T,,,1,1,AX_Focus(Z),3,Z,,Z,25AXPLS2,AXPL
25.05.14,"25' AXPL S2 - ROUND 1, MATCH 1",O,T,4,POLY,,AX_Ddorong(P),3,P,0,0,1,0,AX_PoTTer(P),3,P,,P,25AXPLS2,AXPL
25.05.14,"25' AXPL S2 - ROUND 1, MATCH 1",O,T,F,DOM.,,AX_TeNa(Z),1,Z,,,1,1,AX_AphRoDite(P),0,P,,P,25AXPLS2,AXPL
25.05.14,"25' AXPL S2 - ROUND 1, MATCH 1",O,T,6,ECLIPSE,,AX_DiHing(P),G,P,,,1,1,AX_zoil(T),G,T,,T,25AXPLS2,AXPL
25.05.15,NOTHIN' BETTER TO DO COMPOSE,O,T,1,ECLIPSE,,AX_AphRoDite(P),0,P,0,0,1,0,AX_NalrAri(P),G,P,,P,,COMPOSE/MEGA
25.05.15,NOTHIN' BETTER TO DO COMPOSE,O,T,2,POLY,,AX_Black(P),2,P,,,1,1,AX_Krog(T),2,T,,T,,COMPOSE/MEGA
25.05.15,NOTHIN' BETTER TO DO COMPOSE,O,T,3,RADEON,,AX_Focus(Z),3,Z,,,1,1,AX_JoJo(P),2,P,,P,,COMPOSE/MEGA
25.05.15,NOTHIN' BETTER TO DO COMPOSE,O,T,F,F.S,,AX_DDI(Z),1,Z,,,1,1,AX_Poorong(P),1,P,,P,,COMPOSE/MEGA
25.05.15,NOTHIN' BETTER TO DO COMPOSE,O,T,E1,DOM.,,AX_WiFi(Z),0,Z,1,1,,,AX_OceAn(P),1,P,,Z,,COMPOSE/MEGA
25.05.15,NOTHIN' BETTER TO DO COMPOSE,O,T,E2,CKT.BRK,,AX_PoTTer(P),3,P,1,1,,,AX_Navy(T),4,T,,P,,COMPOSE/MEGA
25.05.18,"25' AXPL S2 - ROUND 1, MATCH 2",O,T,1,POLY,,AX_OceAn(P),1,P,,,1,1,AX_CoNG(T),0,T,,T,25AXPLS2,AXPL
25.05.18,"25' AXPL S2 - ROUND 1, MATCH 2",O,T,2,F.S,,AX_zergtoss(Z),G,Z,,,1,1,AX_NalrAri(P),G,P,,P,25AXPLS2,AXPL
25.05.18,"25' AXPL S2 - ROUND 1, MATCH 2",O,T,3,RADEON,,AX_ELEC(Z),1,Z,,,1,1,AX_SLiN(P),2,P,,P,25AXPLS2,AXPL
25.05.18,"25' AXPL S2 - ROUND 1, MATCH 2",O,T,4,DEJAVU,,AX_Marine(T),4,T,,,1,1,AX_BOSL(Z),4,Z,,Z,25AXPLS2,AXPL
25.05.18,"25' AXPL S2 - ROUND 1, MATCH 2",O,T,5,ECLIPSE,,AX_zxc(T),3,T,,,1,1,AX_SKY(Z),2,Z,,Z,25AXPLS2,AXPL
25.05.18,"25' AXPL S2 - ROUND 1, MATCH 2",O,T,F,DOM.,,AX_Fury(Z),2,Z,1,1,,,AX_3DASOO(P),1,P,,Z,25AXPLS2,AXPL
25.05.21,"25' AXPL S2 - ROUND 2, MATCH 1",O,T,1,DEJAVU,,AX_Poorong(P),1,P,1,1,,,AX_Krog(T),2,T,,P,25AXPLS2,AXPL
25.05.21,"25' AXPL S2 - ROUND 2, MATCH 1",O,T,2,F.S,,AX_[JU](P),4,P,1,1,,,AX_Navy(T),4,T,,P,25AXPLS2,AXPL
25.05.21,"25' AXPL S2 - ROUND 2, MATCH 1",O,T,3,POLY,,AX_pig(Z),2,Z,0,0,1,0,AX_TeNa(Z),1,Z,,Z,25AXPLS2,AXPL
25.05.21,"25' AXPL S2 - ROUND 2, MATCH 1",O,T,4,DOM.,,AX_[A](Z),0,Z,0,0,1,0,AX_HYUNDAI(Z),G,Z,,Z,25AXPLS2,AXPL
25.05.21,"25' AXPL S2 - ROUND 2, MATCH 1",O,T,5,RADEON,,AX_CoNG(T),0,T,1,1,,,AX_HI.M(Z),1,Z,,T,25AXPLS2,AXPL
25.05.21,"25' AXPL S2 - ROUND 2, MATCH 1",O,T,6,ECLIPSE,,AX_Zerg(Z),2,Z,,,1,1,AX_One(P),2,P,,P,25AXPLS2,AXPL
25.05.21,"25' AXPL S2 - ROUND 2, MATCH 1",O,T,ACE,CKT.BRK,,AX_Zerg(Z),2,Z,,,1,1,AX_coco(P),2,P,,P,25AXPLS2,AXPL
25.05.24,"25' AXPL S2 - ROUND 2, MATCH 2",O,T,1,DOM.,,AX_zoil(T),G,T,,,1,1,AX_attack(Z),G,Z,,Z,25AXPLS2,AXPL
25.05.24,"25' AXPL S2 - ROUND 2, MATCH 2",O,T,2,DEJAVU,,AX_WiFi(Z),0,Z,1,1,,,Ax_Chuljung(P),0,P,,Z,25AXPLS2,AXPL
25.05.24,"25' AXPL S2 - ROUND 2, MATCH 2",O,T,3,F.S,,AX_DDI(Z),1,Z,0,1,0,0,AX_Fury(Z),2,Z,,Z,25AXPLS2,AXPL
25.05.24,"25' AXPL S2 - ROUND 2, MATCH 2",O,T,4,POLY,,AX_KingChob(T),4,T,1,1,,,AX_BOSL(Z),4,Z,,T,25AXPLS2,AXPL
25.05.24,"25' AXPL S2 - ROUND 2, MATCH 2",O,T,F,CKT.BRK,,AX_Focus(Z),3,Z,1,1,,,AX_Shawnmicheals(P),2,P,,Z,25AXPLS2,AXPL
25.05.24,"25' AXPL S2 - ROUND 2, MATCH 2",O,T,6,DEATH.V,,AX_RORO(Z),2,Z,0,0,1,0,AX_SKY(Z),2,Z,,Z,25AXPLS2,AXPL
25.05.28,"25' AXPL S2 - ROUND 3, MATCH 1",O,T,1,POLY,,AX_3DASOO(P),1,P,,,1,1,AX_No.9(T),1,T,,T,25AXPLS2,AXPL
25.05.28,"25' AXPL S2 - ROUND 3, MATCH 1",O,T,2,CKT.BRK,,AX_CALM(T),2,T,1,1,,,AX_Pokemon(Z),2,Z,,T,25AXPLS2,AXPL
25.05.28,"25' AXPL S2 - ROUND 3, MATCH 1",O,T,3,FORFEIT,,AX_Busan(Z),1,Z,1,1,,,AX_SLiN(P),2,P,,Z,25AXPLS2,AXPL
25.05.28,"25' AXPL S2 - ROUND 3, MATCH 1",O,T,4,F.S,,AX_[JU](P),4,P,,,1,1,AX_KingChob(T),4,T,,T,25AXPLS2,AXPL
25.05.28,"25' AXPL S2 - ROUND 3, MATCH 1",O,T,F,DOM.,,AX_CoNG(T),0,T,,,1,1,AX_WiFi(Z),0,Z,,Z,25AXPLS2,AXPL
25.05.28,"25' AXPL S2 - ROUND 3, MATCH 1",O,T,6,DEATH.V,,AX_[A](Z),0,Z,0,1,0,0,AX_DDI(Z),1,Z,,Z,25AXPLS2,AXPL
25.05.29,Beat GoGoRani - BAEMIN Gift Card,O,T,1,F.S,,AX_KingChob(T),4,T,,,1,1,Ax_Bose(Z),3,Z,,Z,,COMPOSE/MEGA
25.05.29,Beat GoGoRani - BAEMIN Gift Card,O,T,2,POLY,,AX_ChaeridA(P),1,P,1,1,,,AX_No.9(T),1,T,,P,,COMPOSE/MEGA
25.05.29,Beat GoGoRani - BAEMIN Gift Card,O,T,3,DEJAVU,,AX_Navy(T),4,T,,,1,1,AX_Focus(Z),3,Z,,Z,,COMPOSE/MEGA
25.05.29,Beat GoGoRani - BAEMIN Gift Card,O,T,4,RADEON,,AX_GoGo(Z),1,Z,1,1,,,AX_RorA[](P),1,P,,Z,,COMPOSE/MEGA
25.05.29,Beat GoGoRani - BAEMIN Gift Card,O,T,5,CKT.BRK,,AX_NalrAri(P),G,P,,,1,1,AX_zoil(T),G,T,,T,,COMPOSE/MEGA
25.05.29,Beat GoGoRani - BAEMIN Gift Card,O,T,6,F.S,,AX_pig(Z),2,Z,1,1,,,AX_Black(P),2,P,,Z,,COMPOSE/MEGA
25.05.29,Beat GoGoRani - BAEMIN Gift Card,O,T,ACE,POLY,,AX_ChaeridA(P),1,P,1,1,,,AX_No.9(T),1,T,,P,,COMPOSE/MEGA
25.06.01,"25' AXPL S2 - ROUND 3, MATCH 2",O,T,1,RADEON,,AX_OceAn(P),1,P,,,1,1,Ax_Nam.9(T),1,T,,T,25AXPLS2,AXPL
25.06.01,"25' AXPL S2 - ROUND 3, MATCH 2",O,T,2,DEJAVU,,AX_ChoJJaa(Z),1,Z,1,1,,,Ax_Chuljung(P),0,P,,Z,25AXPLS2,AXPL
25.06.01,"25' AXPL S2 - ROUND 3, MATCH 2",O,T,3,FORFEIT,,AX_Zio(T),0,T,,,1,1,AX_attack(Z),G,Z,,Z,25AXPLS2,AXPL
25.06.01,"25' AXPL S2 - ROUND 3, MATCH 2",O,T,4,CKT.BRK,,AX_BOSL(Z),4,Z,,,1,1,AX_Ddorong(P),3,P,,P,25AXPLS2,AXPL
25.06.01,"25' AXPL S2 - ROUND 3, MATCH 2",O,T,F,POLY,,AX_BIRUSS(P),3,P,,,1,1,AX_SeoSan(T),2,T,,T,25AXPLS2,AXPL
25.06.01,"25' AXPL S2 - ROUND 3, MATCH 2",O,T,6,FORFEIT,,AX_Fury(Z),2,Z,1,1,,,AX_One(P),2,P,,Z,25AXPLS2,AXPL
25.06.04,"25' AXPL S2 - ROUND 4, MATCH 1",O,T,1,RADEON,,AX_BIRUSS(P),3,P,,,1,1,AX_KingChob(T),4,T,,T,25AXPLS2,AXPL
25.06.04,"25' AXPL S2 - ROUND 4, MATCH 1",O,T,2,DEJAVU,,AX_Focus(Z),3,Z,1,1,,,AX_Shawnmicheals(P),2,P,,Z,25AXPLS2,AXPL
25.06.04,"25' AXPL S2 - ROUND 4, MATCH 1",O,T,3,F.S,,Ax_VulTure(T),2,T,1,1,,,AX_RORO(Z),1,Z,,T,25AXPLS2,AXPL
25.06.04,"25' AXPL S2 - ROUND 4, MATCH 1",O,T,4,ECLIPSE,,AX_CALM(T),2,T,1,1,,,AX_SKY(Z),2,Z,,T,25AXPLS2,AXPL
25.06.04,"25' AXPL S2 - ROUND 4, MATCH 1",O,T,F,POLY,,AX_AphRoDite(P),0,P,1,1,,,AX_Romantic(T),1,T,,P,25AXPLS2,AXPL
25.06.04,"25' AXPL S2 - ROUND 4, MATCH 1",O,T,6,CKT.BRK,,AX_NalrAri(P),G,P,1,1,,,AX_zoil(T),G,T,,P,25AXPLS2,AXPL
25.06.07,"25' AXPL S2 - ROUND 4, MATCH 2",O,T,1,ECLIPSE,,AX_HI.M(Z),1,Z,1,1,,,AX_Poorong(P),1,P,,Z,25AXPLS2,AXPL
25.06.07,"25' AXPL S2 - ROUND 4, MATCH 2",O,T,2,F.S,,AX_Krog(T),2,T,,,1,1,AX_pig(Z),2,Z,,Z,25AXPLS2,AXPL
25.06.07,"25' AXPL S2 - ROUND 4, MATCH 2",O,T,3,CKT.BRK,,AX_HYUNDAI(Z),G,Z,0,0,1,0,AX_zergtoss(Z),G,Z,,Z,25AXPLS2,AXPL
25.06.07,"25' AXPL S2 - ROUND 4, MATCH 2",O,T,4,DOM.,,AX_TeNa(Z),1,Z,,,1,1,AX_3DASOO(P),1,P,,P,25AXPLS2,AXPL
25.06.07,"25' AXPL S2 - ROUND 4, MATCH 2",O,T,5,RADEON,,AX_SLiN(P),2,P,,,1,1,AX_SeoSan(T),2,T,,T,25AXPLS2,AXPL
25.06.07,"25' AXPL S2 - ROUND 4, MATCH 2",O,T,F,DEJAVU,,AX_Marine(T),4,T,0,1,0,0,AX_Navy(T),4,T,,T,25AXPLS2,AXPL
25.06.08,0608 DAILY DDI COMPOSE,O,T,1,F.S,,Ax_Lego(P),1,P,,,1,1,AX_CoNG(T),0,T,,T,,COMPOSE/MEGA
25.06.08,0608 DAILY DDI COMPOSE,O,T,2,F.S,,AX_WiFi(Z),0,Z,1,1,,,AX_Poorong(P),1,P,,Z,,COMPOSE/MEGA
25.06.08,0608 DAILY DDI COMPOSE,O,T,3,POLY,,AX_[A](Z),0,Z,1,1,,,AX_ChaeridA(P),1,P,,Z,,COMPOSE/MEGA
25.06.08,0608 DAILY DDI COMPOSE,O,T,4,F.S,,AX_ELEC(Z),1,Z,,,1,1,AX_OceAn(P),1,P,,P,,COMPOSE/MEGA
25.06.08,0608 DAILY DDI COMPOSE,O,T,5,F.S,,AX_KingChob(T),4,T,0,0,1,0,AX_Marine(T),4,T,,T,,COMPOSE/MEGA
25.06.08,0608 DAILY DDI COMPOSE,O,T,6,POLY,,AX_DDI(Z),1,Z,,,1,1,AX_JoJo(P),2,P,,P,,COMPOSE/MEGA
25.06.08,0608 DAILY DDI COMPOSE,O,T,ACE,F.S,,AX_DDI(Z),1,Z,,,1,1,AX_OceAn(P),1,P,,P,,COMPOSE/MEGA
25.06.10,AXPL TEAM LEADER BATTLE,O,I,1,F.S,,AX_GoGo(Z),1,Z,1,1,,,AX_RorA[](P),1,P,,Z,,indiv.
25.06.10,AXPL TEAM LEADER BATTLE,O,I,2,POLY,,AX_GoGo(Z),1,Z,,,1,1,AX_RorA[](P),1,P,,P,,indiv.
25.06.10,AXPL TEAM LEADER BATTLE,O,I,3,RADEON,,AX_GoGo(Z),1,Z,1,1,,,AX_RorA[](P),1,P,,Z,,indiv.
25.06.10,AXPL TEAM LEADER BATTLE,O,I,4,F.S,,AX_GoGo(Z),1,Z,1,1,,,AX_RorA[](P),1,P,,Z,,indiv.
25.06.11,"25' AXPL S2 - ROUND 5, MATCH 1",O,T,1,RADEON,,AX_Romantic(T),1,T,1,1,,,AX_Pokemon(Z),2,Z,,T,25AXPLS2,AXPL
25.06.11,"25' AXPL S2 - ROUND 5, MATCH 1",O,T,2,POLY,,AX_CoNG(T),0,T,,,1,1,AX_ELEC(Z),1,Z,,Z,25AXPLS2,AXPL
25.06.11,"25' AXPL S2 - ROUND 5, MATCH 1",O,T,3,DOM.,,AX_Marine(T),4,T,1,1,,,AX_BOSL(Z),4,Z,,T,25AXPLS2,AXPL
25.06.11,"25' AXPL S2 - ROUND 5, MATCH 1",O,T,4,DEJAVU,,AX_pig(Z),2,Z,,,1,1,AX_JoJo(P),2,P,,P,25AXPLS2,AXPL
25.06.11,"25' AXPL S2 - ROUND 5, MATCH 1",O,T,5,F.S,,AX_attack(Z),G,Z,0,0,1,0,AX_hogu(Z),G,Z,,Z,25AXPLS2,AXPL
25.06.11,"25' AXPL S2 - ROUND 5, MATCH 1",O,T,F,CKT.BRK,,Ax_VulTure(T),2,T,1,1,,,AX_Zerg(Z),2,Z,,T,25AXPLS2,AXPL
25.06.12,BEAT FIREFIGHTER: WIN COMPOSE,O,T,1,F.S,,AX_Navy(T),4,T,1,1,,,AX_BOSL(Z),4,Z,,T,,COMPOSE/MEGA
25.06.12,BEAT FIREFIGHTER: WIN COMPOSE,O,T,2,POLY,,AX_HYUNDAI(Z),G,Z,1,1,,,AX_NalrAri(P),G,P,,Z,,COMPOSE/MEGA
25.06.12,BEAT FIREFIGHTER: WIN COMPOSE,O,T,3,F.S,,AX_Ddorong(P),3,P,0,1,0,0,AX_Shawnmicheals(P),2,P,,P,,COMPOSE/MEGA
25.06.12,BEAT FIREFIGHTER: WIN COMPOSE,O,T,F,POLY,,AX_Fury(Z),2,Z,,,1,1,AX_3DASOO(P),1,P,,P,,COMPOSE/MEGA
25.06.12,BEAT FIREFIGHTER: WIN COMPOSE,O,T,5,F.S,,AX_JoJo(P),2,P,1,1,,,Ax_Nam.9(T),1,T,,P,,COMPOSE/MEGA
25.06.12,BEAT FIREFIGHTER: WIN COMPOSE,O,T,6,RADEON,,AX_SKY(Z),2,Z,,,1,1,AX_Black(P),2,P,,P,,COMPOSE/MEGA
25.06.15,"25' AXPL S2 - ROUND 5, MATCH 2",O,T,1,POLY,0,AX_AphRoDite(P),0,P,0,0,1,0,AX_DiHing(P),G,P,1,P,25AXPLS2,AXPL
25.06.15,"25' AXPL S2 - ROUND 5, MATCH 2",O,T,2,DEATH.V,0,AX_No.9(T),1,T,0,0,1,0,AX_Zio(T),0,T,1,T,25AXPLS2,AXPL
25.06.15,"25' AXPL S2 - ROUND 5, MATCH 2",O,T,3,DOM.,0,AX_Focus(Z),3,Z,,,1,1,AX_Ddorong(P),3,P,1,P,25AXPLS2,AXPL
25.06.15,"25' AXPL S2 - ROUND 5, MATCH 2",O,T,4,CKT.BRK,0,AX_PoTTer(P),3,P,1,1,,,AX_Navy(T),4,T,1,P,25AXPLS2,AXPL
25.06.15,"25' AXPL S2 - ROUND 5, MATCH 2",O,T,5,DEJAVU,1,Ax_Nam.9(T),1,T,,,1,1,AX_Busan(Z),1,Z,0,Z,25AXPLS2,AXPL
25.06.15,"25' AXPL S2 - ROUND 5, MATCH 2",O,T,F,RADEON,1,AX_SeoSan(T),2,T,1,1,,,AX_DDI(Z),1,Z,0,T,25AXPLS2,AXPL
25.06.18,"25' AXPL S2 - ROUND 6, MATCH 1",O,T,1,POLY,,AX_JoJo(P),2,P,1,1,,,AX_Krog(T),2,T,,P,25AXPLS2,AXPL
25.06.18,"25' AXPL S2 - ROUND 6, MATCH 1",O,T,2,RADEON,,AX_Fury(Z),2,Z,1,1,,,AX_One(P),2,P,,Z,25AXPLS2,AXPL
25.06.18,"25' AXPL S2 - ROUND 6, MATCH 1",O,T,3,DEATH.V,,AX_Navy(T),4,T,1,1,,,AX_BOSL(Z),4,Z,,T,25AXPLS2,AXPL
25.06.18,"25' AXPL S2 - ROUND 6, MATCH 1",O,T,4,ECLIPSE,,AX_ELEC(Z),1,Z,0,1,0,0,AX_HI.M(Z),1,Z,,Z,25AXPLS2,AXPL
25.06.18,"25' AXPL S2 - ROUND 6, MATCH 1",O,T,5,F.S,,AX_attack(Z),G,Z,0,0,1,0,AX_HYUNDAI(Z),G,Z,,Z,25AXPLS2,AXPL
25.06.18,"25' AXPL S2 - ROUND 6, MATCH 1",O,T,F,DOM.,,AX_ChoJJaa(Z),1,Z,,,1,1,AX_OceAn(P),1,P,,P,25AXPLS2,AXPL
25.06.21,"25' AXPL S2 - ROUND 6, MATCH 2",O,T,1,DEATH.V,,AX_SLiN(P),2,P,1,1,,,AX_No.9(T),1,T,,P,25AXPLS2,AXPL
25.06.21,"25' AXPL S2 - ROUND 6, MATCH 2",O,T,2,DOM.,,AX_[A](Z),0,Z,0,1,0,0,AX_DDI(Z),1,Z,,Z,25AXPLS2,AXPL
25.06.21,"25' AXPL S2 - ROUND 6, MATCH 2",O,T,3,F.S,,AX_[JU](P),4,P,0,0,1,0,AX_PoTTer(P),3,P,,P,25AXPLS2,AXPL
25.06.21,"25' AXPL S2 - ROUND 6, MATCH 2",O,T,4,POLY,,AX_3DASOO(P),1,P,0,1,0,0,AX_Black(P),2,P,,P,25AXPLS2,AXPL
25.06.21,"25' AXPL S2 - ROUND 6, MATCH 2",O,T,5,RADEON,,AX_CALM(T),2,T,0,1,0,0,AX_zxc(T),3,T,,T,25AXPLS2,AXPL
25.06.21,"25' AXPL S2 - ROUND 6, MATCH 2",O,T,6,ECLIPSE,,AX_WiFi(Z),0,Z,0,1,0,0,AX_zergtoss(Z),G,Z,,Z,25AXPLS2,AXPL
25.06.21,"25' AXPL S2 - ROUND 6, MATCH 2",O,T,ACE,RADEON,,AX_SLiN(P),2,P,,,1,1,AX_CALM(T),2,T,,T,25AXPLS2,AXPL
25.06.25,"25' AXPL S2 - BOTTOM SPLIT, ROUND 1",O,T,1,ECLIPSE,,AX_SeoSan(T),2,T,1,1,,,AX_pig(Z),2,Z,,T,25AXPLS2,AXPL
25.06.25,"25' AXPL S2 - BOTTOM SPLIT, ROUND 1",O,T,2,F.S,,AX_Pokemon(Z),2,Z,1,1,,,AX_coco(P),2,P,,Z,25AXPLS2,AXPL
25.06.25,"25' AXPL S2 - BOTTOM SPLIT, ROUND 1",O,T,3,RADEON,,AX_HI.M(Z),1,Z,,,1,1,AX_RorA[](P),1,P,,P,25AXPLS2,AXPL
25.06.25,"25' AXPL S2 - BOTTOM SPLIT, ROUND 1",O,T,4,POLY,,AX_CoNG(T),0,T,0,1,0,0,AX_Zio(T),0,T,,T,25AXPLS2,AXPL
25.06.25,"25' AXPL S2 - BOTTOM SPLIT, ROUND 1",O,T,5,DOM.,,AX_Ddorong(P),3,P,1,1,,,AX_Marine(T),4,T,,P,25AXPLS2,AXPL
25.06.25,"25' AXPL S2 - BOTTOM SPLIT, ROUND 1",O,T,6,DEJAVU,,Ax_Nam.9(T),1,T,1,1,,,AX_[A](Z),0,Z,,T,25AXPLS2,AXPL
25.06.25,"25' AXPL S2 - BOTTOM SPLIT, ROUND 1",O,T,ACE,CKT.BRK,,AX_Zio(T),0,T,1,1,,,AX_[A](Z),0,Z,,T,25AXPLS2,AXPL
25.06.29,"25' AXPL S2 -TOP SPLIT, ROUND 1",O,T,1,ECLIPSE,,AX_WiFi(Z),0,Z,1,1,,,AX_NalrAri(P),G,P,,Z,25AXPLS2,AXPL
25.06.29,"25' AXPL S2 -TOP SPLIT, ROUND 1",O,T,2,RADEON,,AX_Fury(Z),2,Z,,,1,1,AX_Sun(P),2,P,,P,25AXPLS2,AXPL
